pc11_state_id,pc11_district_id,year,dmsp_total_light_cal
09,149,1994,14687.1259765625
09,149,1995,16568.515625
09,149,1996,18196.869140625
09,149,1997,8638.59423828125
09,149,1998,14015.943359375
09,149,1999,5832.05029296875
09,149,2000,13554.662109375
09,149,2001,12140.16748046875
09,149,2002,11039.2041015625
09,149,2003,12347.82275390625
09,149,2004,20281.830078125
09,149,2005,13782.1435546875
09,149,2006,16791.494140625
09,149,2007,18207.703125
09,149,2008,14249.9423828125
09,149,2009,12345.2255859375
09,149,2010,23588.64453125
09,149,2011,22370.232421875
09,149,2012,20951.990234375
09,149,2013,20742.404296875
09,150,1994,24963.185546875
09,150,1995,26541.41796875
09,150,1996,25982.96875
09,150,1997,20267.2958984375
09,150,1998,23452.935546875
09,150,1999,18086.3779296875
09,150,2000,24613.638671875
09,150,2001,23570.1376953125
09,150,2002,24801.4345703125
09,150,2003,20962.2080078125
09,150,2004,22547.05859375
09,150,2005,22482.388671875
